OTUID,A,B,stat,p.value,Group,Domain,Phylum,Phylum_mod,Class,Order,Family,Genus,Species,OTUID.1, cummulative_abund,P26.2010.06.10m,P26.2010.06.25m,P26.2010.06.50m,P26.2010.06.100m,P26.2010.08.10m,P26.2010.08.25m,P26.2010.08.50m,P26.2010.08.100m,P26.2011.02.10m,P26.2011.02.25m,P26.2011.02.50m,P26.2011.02.100m,P26.2011.06.10m,P26.2011.06.25m,P26.2011.06.50m,P26.2011.06.100m,P26.2011.08.10m,P26.2011.08.25m,P26.2011.08.50m,P26.2011.08.100m,P26.2012.02.10m,P26.2012.02.25m,P26.2012.02.50m,P26.2012.02.100m,P26.2012.06.10m,P26.2012.06.25m,P26.2012.06.50m,P26.2012.06.100m,P26.2012.08.10m,P26.2012.08.25m,P26.2012.08.50m,P26.2012.08.100m,P26.2013.02.10m,P26.2013.02.25m,P26.2013.02.50m,P26.2013.02.100m,P26.2013.06.10m,P26.2013.06.25m,P26.2013.06.50m,P26.2013.06.100m,P26.2013.08.10m,P26.2013.08.50m,P26.2014.02.10m,P26.2014.02.25m,P26.2014.02.50m,P26.2014.02.100m,P26.2014.06.10m,P26.2014.06.25m,P26.2014.06.50m,P26.2014.08.10m,P26.2014.08.25m,P26.2014.08.50m,P26.2014.08.100m,P26.2015.02.10m,P26.2015.02.25m,P26.2015.02.50m,P26.2015.02.100m,P26.2015.06.10m,P26.2015.06.25m,P26.2015.06.50m,P26.2015.06.100m,P26.2015.08.10m,P26.2015.08.25m,P26.2015.08.50m,P26.2015.08.100m,P26.2016.02.10m,P26.2016.02.25m,P26.2016.02.50m,P26.2016.02.100m
OTU_1207,0.7151,0.8148,0.763,0.025,Yes,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,,,OTU_1207,0.011776651,2.37E-05,1.87E-05,0,0.001218641,0,0,0,0.000235825,0.00013947,0.0002192,0.000144199,0.000189692,7.88E-06,8.68E-06,0,4.51E-05,0,0,3.76E-05,3.47E-05,0.00015174,9.86E-05,6.51E-05,0.00013302,0,8.98E-06,0,3.58E-05,0,0,6.03E-05,9.50E-05,6.93E-05,0.000101087,9.28E-05,0.00018849,0,2.33E-05,6.55E-05,0.000290435,0,1.94E-05,0.000176752,0.000133943,0.00015264,0.000258046,1.97E-05,1.84E-05,5.70E-05,0,7.46E-06,5.98E-06,0.000632019,0.000284394,0.000246076,0.000288881,0.001149306,0,2.05E-05,5.20E-05,0.00033507,0,0,0,5.03E-05,0.000167346,6.19E-05,6.10E-05,0.000124937
OTU_81,0.7024,0.7407,0.721,0.042,Yes,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum,Ambiguous_taxa,OTU_81,0.138647388,2.37E-05,2.80E-05,2.07E-05,0.002126318,0,0,1.44E-05,0.000839536,0.000678754,0.001060929,0.001212964,0.000767799,0,0,0,0.001614987,0,0,0,0.001091599,0.001803024,0.001578104,0.00165895,0.0015519,5.12E-05,7.19E-05,0.000358094,0.002452737,0,0,0.000115619,0.005110911,0.003067174,0.003256459,0.002469543,0.003291682,0,5.81E-06,0.0001245,0.002240501,0,5.81E-05,0.005527079,0.005458168,0.005226396,0.004292953,0,2.45E-05,0.000299243,0,0,0.000179372,0.002319971,0.002068966,0.002291048,0.0024935,0.001541487,0,0,0.000242738,0.001480793,0,0,7.16E-05,0.002617741,0.005406554,0.004972547,0.005349183,0.005056965
OTU_807,0.8057,0.6296,0.712,0.004,Yes,D_0__Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,uncultured Bacteroidetes bacterium,OTU_807,0.005991457,1.19E-05,9.33E-06,0,0.000252133,0,0,0,0,6.51E-05,8.77E-05,7.63E-05,3.61E-05,0,0,0,0.000195301,0,0,0,0,0,0,0,0,0,0,0,0.000302112,0,0,0,9.50E-06,0.00010135,7.22E-06,3.09E-05,2.76E-05,6.86E-05,1.16E-05,0,0,0,0,4.30E-05,0.000100457,0.00015264,6.45E-05,0,0,5.70E-05,0,0,0,0,0.000590117,0.000263046,0.000532149,0.000348605,0,6.84E-06,2.31E-05,0.000540435,0,0,0,4.57E-06,4.51E-05,1.55E-05,3.05E-05,2.38E-05
OTU_180,0.8899,0.8148,0.852,0.001,Yes,D_0__Archaea,Euryarchaeota,Euryarchaeota,Thermoplasmata,Marine Group III,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_180,0.182878552,0,0,1.03E-05,0.000554692,0,0,7.22E-06,0.000764072,0.003291492,0.004173571,0.003528623,0.003369284,0,0,0,6.76E-05,0,0,0,0.000112625,0.000803328,0.000641105,0.000379498,0.0006651,3.07E-05,8.98E-06,2.24E-05,0.000624706,0,0,5.03E-06,0.000603239,6.40E-05,0.000158852,0.000123735,0.00011953,0,0,3.93E-05,0.000197081,0,5.81E-05,0.00573727,0.005541882,0.005549993,0.006269353,1.31E-05,2.45E-05,0.000420366,0,7.46E-06,0.004550075,0.002643688,0.006391753,0.007068307,0.007868209,0.005278094,0,0,0.000236959,0.000497201,0,0,0.000801724,0.013001905,0.007665721,0.00885469,0.00842763,0.008912158
OTU_246,0.9719,0.7407,0.849,0.001,Yes,D_0__Archaea,Euryarchaeota,Euryarchaeota,Thermoplasmata,Marine Group II,,,,OTU_246,0.042391891,1.19E-05,1.87E-05,0,5.04E-05,0,0,0,0,6.51E-05,2.63E-05,5.09E-05,1.81E-05,0,0,1.08E-05,0,0,0,0,8.66E-06,0,0,0,2.22E-05,0,0,2.24E-05,0.000199701,0,0,0,5.70E-05,2.67E-05,8.66E-05,2.58E-05,5.52E-05,0,0,6.55E-06,0.000513448,0,0,0.00375956,0.003566226,0.005153129,0.004943934,0,6.13E-06,0.000135372,0,0,2.99E-05,7.71E-05,0.000846072,0.000687314,0.000760213,0.00069721,0,1.37E-05,0.000202282,0.00042154,0,0,0,5.03E-05,0.00168633,0.001987472,0.001516364,0.001433798
OTU_355,0.6798,1,0.824,0.006,Yes,D_0__Archaea,Euryarchaeota,Euryarchaeota,Thermoplasmata,Marine Group II,uncultured marine archaeon,uncultured marine archaeon,uncultured marine archaeon,OTU_355,0.122287149,0.002682238,0.002156057,0.001817543,0.000159684,0,0,0,0.000132062,1.86E-05,1.75E-05,0,1.81E-05,7.88E-06,8.68E-06,2.16E-05,1.50E-05,0,0,0.000385404,5.20E-05,0.000589107,0.000402745,0.000542141,0.000654015,0.004784346,0.004968643,0.008549495,0.005320238,0,0,0.000145781,0.000531991,5.33E-06,2.17E-05,1.55E-05,5.06E-05,9.80E-05,4.65E-05,1.31E-05,9.34E-05,0,0.000955363,0.003343954,0.003476931,0.003754946,0.003653702,0.005068354,0.004157596,0.002607692,6.47E-05,9.70E-05,0.000281016,0.000331424,0.002452897,0.002723801,0.002873607,0.000637293,0.001055454,0.000745814,0.003797117,0.002026633,0.000457875,0.000320915,0.000178956,0.000255835,0.001023383,0.00131467,0.001242047,0.001154178
OTU_147,0.9649,0.6667,0.802,0.002,Yes,D_0__Archaea,Euryarchaeota,Euryarchaeota,Thermoplasmata,Marine Group II,,,,OTU_147,0.008464617,0,0,0,0.002210363,0,0,0,3.77E-05,0,8.77E-06,0,9.03E-06,0,0,1.08E-05,7.51E-06,0,0,0,0,0,8.22E-06,0,1.11E-05,0,8.98E-06,0,2.05E-05,0,0,5.03E-06,9.50E-06,0,0,0,4.60E-06,0,0,6.55E-06,4.15E-05,0,0,4.30E-05,3.91E-05,7.94E-05,8.80E-05,0,6.13E-06,7.12E-06,0,0,0,0.00047016,4.27E-05,4.24E-05,7.60E-05,0.000604611,0,0,5.78E-06,0.001864502,0,0,0,4.57E-06,6.44E-06,2.32E-05,7.62E-06,2.97E-05
OTU_19,0.6157,1,0.785,0.019,Yes,D_0__Archaea,Euryarchaeota,Euryarchaeota,Thermoplasmata,Marine Group II,uncultured marine archaeon,uncultured marine archaeon,uncultured marine archaeon,OTU_19,1.662018275,0.001495407,0.001194699,0.001249561,0.006681514,8.86E-06,0.000328442,0.030752572,0.030647763,0.011436541,0.016518926,0.013096622,0.013251314,0.0003465,0.0002952,0.003305357,0.047533201,5.34E-05,6.20E-05,0.012586716,0.027428591,0.023644608,0.019430403,0.020731456,0.024287235,0.001003995,0.001186005,0.003357132,0.017558323,0,4.40E-05,0.027205686,0.038331829,0.014567742,0.020621832,0.019472786,0.025082982,0.003205977,0.003593232,0.031137991,0.030858755,0.000310144,0.017570926,0.028877435,0.028105659,0.029551116,0.029616684,0.013670786,0.01527518,0.023198484,0.013322813,0.013566932,0.068245142,0.028178784,0.022694632,0.022206194,0.02325493,0.022169084,0.009571874,0.001245304,0.006392103,0.009036079,0.005323772,0.004285161,0.013307182,0.062633914,0.02127865,0.024530199,0.024223721,0.021554571
OTU_1186,0.9827,0.5556,0.739,0.001,Yes,D_0__Archaea,Euryarchaeota,Euryarchaeota,Thermoplasmata,Marine Group II,marine metagenome,marine metagenome,marine metagenome,OTU_1186,0.003775758,0,0,0,5.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64E-05,0,0,0,0,0,3.07E-05,0,0,0,9.50E-06,0,0,0,4.60E-06,0,0,0,5.19E-06,0,0,0.00034395,0.000407409,0.000836468,0.000733086,0,0,1.42E-05,0,0,0,1.54E-05,7.11E-06,3.39E-05,1.52E-05,5.45E-06,0,0,0,3.24E-05,0,0,0,0,6.44E-06,1.55E-05,7.62E-06,5.95E-06
OTU_1332,0.9462,0.5556,0.725,0.002,Yes,D_0__Archaea,Euryarchaeota,Euryarchaeota,Thermoplasmata,Marine Group II,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_1332,0.008159122,0,0,0,0.000168088,0,0,0,3.77E-05,9.30E-06,0,0,6.32E-05,0,0,0,0,0,0,0,0,0.00010711,1.64E-05,5.42E-05,2.22E-05,0,0,0,2.56E-05,0,0,0,2.85E-05,0,0,0,2.30E-05,0,0,0,4.67E-05,0,0,8.12E-05,0.000122781,0.000128218,0.000879703,0,0,7.12E-06,0,0,0,0.001896056,1.42E-05,8.49E-06,2.28E-05,0.001165647,0,0,0,0.000621501,0,0,0,9.14E-06,6.44E-06,0,2.29E-05,4.16E-05
OTU_315,0.8081,0.6296,0.713,0.016,Yes,D_0__Archaea,Euryarchaeota,Euryarchaeota,Thermoplasmata,Marine Group II,marine metagenome,marine metagenome,marine metagenome,OTU_315,0.030489688,0,0,0,0.000302559,0,0,0,3.77E-05,1.86E-05,0.000122752,7.63E-05,3.61E-05,0,0,0,0,0,0,0,2.60E-05,0.000294553,0.000205482,0.000249385,0.00028821,0,1.80E-05,6.71E-05,0.001976527,0,0,0,0.001310977,7.47E-05,7.22E-05,4.64E-05,5.52E-05,0,0,0,0.000518635,0,0,0.002135354,0.002081694,0.002271284,0.001952942,0,0,1.42E-05,0,0,0,0.000184981,0.000412371,0.000492151,0.000448526,0.000827936,0,0,1.16E-05,0.00112951,0,0,0,0.000141623,0.000714437,0.000603202,0.00091439,0.000904304
OTU_524,0.6575,0.9268,0.781,0.025,No,D_0__Bacteria,Planctomycetes,Planctomycetes,OM190,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_524,0.021957167,8.31E-05,9.33E-05,9.29E-05,2.52E-05,1.77E-05,7.64E-05,7.22E-06,8.49E-05,0.000167364,0.000157824,0.000245986,0.000207757,7.88E-06,8.68E-06,8.64E-05,0.000105162,0,0,6.58E-05,0.000155943,0.000874734,0.001117824,0.001073438,0.000698355,0.000174162,0.000179698,0.000402856,0.000778322,1.96E-05,2.52E-05,5.03E-06,0.000137748,0.000954825,0.001140844,0.000897078,0.000629833,9.80E-05,7.56E-05,5.90E-05,0.000248945,0,6.46E-06,8.12E-05,0.000133943,7.33E-05,8.80E-05,0,0,0,0,7.46E-06,5.98E-06,0,0.000220405,0.000152737,0.000258473,0.000119833,6.07E-06,0,5.78E-06,2.16E-05,0,0,0,9.14E-06,0.000553528,0.000649602,0.000655313,0.000821013
OTU_714,0.9627,0.878,0.919,0.001,No,D_0__Bacteria,Planctomycetes,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,Ambiguous_taxa,OTU_714,0.035002103,0.000118683,0.000112003,3.10E-05,2.52E-05,7.08E-05,0.000122211,0.000252662,8.49E-05,0,3.51E-05,4.24E-05,2.71E-05,0,0,1.08E-05,0.000135208,0,0,0.001212611,0.00017327,4.46E-05,4.93E-05,7.59E-05,0.00017736,7.17E-05,4.49E-05,2.24E-05,0.000179219,0.001310736,0.003775081,0.001236622,0.000109248,0.003387227,0.003213136,0.003268665,0.003452588,0.000156867,0.0001628,0.000262104,7.26E-05,4.85E-06,1.94E-05,0,0,2.44E-05,0,0,0,0,3.23E-05,7.46E-06,1.20E-05,3.08E-05,4.98E-05,5.94E-05,6.84E-05,4.36E-05,3.03E-05,0,1.16E-05,1.08E-05,0,0,1.43E-05,9.14E-06,5.79E-05,4.64E-05,3.81E-05,5.35E-05
OTU_942,0.895,0.9268,0.911,0.001,No,D_0__Bacteria,Planctomycetes,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,uncultured marine bacterium,OTU_942,0.008858391,7.12E-05,2.80E-05,6.20E-05,8.40E-06,8.86E-06,2.29E-05,5.78E-05,5.66E-05,9.30E-06,1.75E-05,8.48E-06,0,0,8.68E-06,1.08E-05,7.51E-05,0,1.03E-05,0.000159801,2.60E-05,3.57E-05,2.47E-05,3.25E-05,3.33E-05,7.17E-05,5.39E-05,0.000156666,0.000143375,5.22E-05,7.55E-05,4.02E-05,3.80E-05,0.001082846,0.000902566,0.000979568,0.00084131,8.82E-05,6.98E-05,0.000163815,5.19E-05,4.85E-06,9.04E-05,0,0,0,0,0,0,0,0,0,5.98E-06,0,3.55E-05,6.79E-05,0.000152043,5.45E-05,4.85E-05,6.84E-06,0,0,0,0,1.43E-05,4.57E-06,6.44E-06,2.32E-05,0,1.78E-05
OTU_333,0.9949,0.6829,0.824,0.001,No,D_0__Bacteria,Planctomycetes,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,,OTU_333,0.035673817,1.19E-05,9.33E-06,1.03E-05,0,0.000106266,9.17E-05,0,0,0,8.77E-06,0,0,0,0,0,0,0,0,0.000441804,8.66E-06,1.79E-05,3.29E-05,4.34E-05,6.65E-05,7.17E-05,9.88E-05,6.71E-05,5.63E-05,0.007844851,0.013388953,0.000482584,6.65E-05,0.000277379,0.000447673,0.000288715,0.000321812,0.000156867,5.81E-05,3.93E-05,1.56E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84E-05,0,3.04E-05,1.09E-05,0,0,0,0,0,0,0,0,0,0,7.62E-06,5.95E-06
OTU_739,0.9112,0.6341,0.76,0.012,No,D_0__Bacteria,Planctomycetes,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,uncultured Phycisphaeraceae bacterium,OTU_739,0.00967771,0,0,0,8.40E-05,0,0,1.44E-05,0.000103763,6.51E-05,4.38E-05,4.24E-05,8.13E-05,0,0,2.16E-05,0.000195301,0,0,1.88E-05,0.000147279,6.25E-05,0.000106851,0.000184328,0.00017736,2.05E-05,0,0,0.000230424,0,6.29E-06,1.01E-05,0.000251746,0.001066843,0.001032536,0.001108459,0.000970035,9.80E-06,0,3.28E-05,0.000191895,0,0,9.55E-06,5.58E-06,6.11E-06,0,0,0,0,0,0,0,2.31E-05,4.27E-05,1.70E-05,3.04E-05,4.90E-05,0,0,0,8.11E-05,0,0,0,4.57E-06,1.93E-05,3.09E-05,3.05E-05,4.76E-05
OTU_116,0.8534,0.8519,0.853,0.001,Yes,D_0__Bacteria,Planctomycetes,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,uncultured Planctomycetaceae bacterium,OTU_116,0.013195151,0,0,1.03E-05,0.000806824,0,0,7.22E-06,6.60E-05,0,8.77E-06,1.70E-05,8.13E-05,0,0,0,0,0,1.03E-05,0,8.66E-06,0.00010711,0.000197263,0.000151799,0.00031038,0,0,2.24E-05,1.54E-05,0,0,0,2.85E-05,0.000133355,0.000115528,0.000103112,0.000193087,9.80E-06,0,0,0.0001141,4.85E-06,0,0.000305733,0.000189752,0.000189274,0.001249179,6.56E-06,6.13E-06,2.14E-05,0,0,5.98E-06,0.001325698,5.69E-05,5.09E-05,8.36E-05,0.001634085,0,6.84E-06,5.78E-06,0.001048445,1.55E-05,0,7.16E-06,5.03E-05,3.22E-05,5.41E-05,4.57E-05,0.00019038
OTU_37,0.6665,1,0.816,0.035,Yes,D_0__Bacteria,Planctomycetes,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,uncultured planctomycete,OTU_37,0.358491865,0.002931472,0.003873437,0.002178987,0.002580157,0.012654529,0.006782716,0.000411478,0.00098103,0.000446304,0.000473472,0.000220539,0.000514877,0.000889876,0.001146072,0.001080182,4.51E-05,0.02167067,0.014682618,0.001165611,0.000112625,0.00077655,0.000558912,0.000683097,0.00097548,0.000891302,0.000601987,0.001141425,0.000814165,0.002823625,0.006159673,0.000311669,0.000769487,4.80E-05,5.78E-05,4.12E-05,4.60E-06,0.002078493,0.001441944,0.000196578,0.000414908,0.010806567,0.001820353,0.003578031,0.003337407,0.002936795,0.002433846,0.012352883,0.012687414,0.007972698,0.004468963,0.005340255,0.001452915,0.002582028,0.003938855,0.002316504,0.006575846,0.002707134,0.005483507,0.016955299,0.014720331,0.005636741,0.005153039,0.00916496,0.000186114,0.001425367,0.001409566,0.001322404,0.001592563,0.001368355
OTU_589,0.7985,0.7778,0.788,0.008,Yes,D_0__Bacteria,Planctomycetes,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,,OTU_589,0.025574741,0.001198699,0.000802688,0.000753867,9.24E-05,0,0,0,9.43E-06,9.30E-06,1.75E-05,8.48E-06,0,7.88E-06,2.60E-05,2.16E-05,0,0,0,0,8.66E-06,6.25E-05,2.47E-05,4.34E-05,5.54E-05,0.000153673,0.000242592,0.000201428,0.000460848,0,0,0,0.000194747,3.20E-05,9.39E-05,5.16E-05,3.22E-05,9.80E-06,2.91E-05,0,0.000311181,0,0,0.000864651,0.001423142,0.001141748,0.000838651,5.25E-05,4.91E-05,7.12E-05,0,0,0,7.71E-06,0.000661216,0.000246076,0.001345578,0.000337711,2.43E-05,0.000102635,0.000288974,0.000340474,0,0,0,0.000557355,0.001164984,0.000943469,0.001051549,0.001177975
OTU_260,0.7572,0.6667,0.71,0.033,Yes,D_0__Bacteria,Planctomycetes,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,Ambiguous_taxa,OTU_260,0.03948619,1.19E-05,9.33E-06,1.03E-05,0.000781611,0,0,0,0.000452783,0.000176662,0.000140288,0.000161163,0.000532943,0,8.68E-06,0,7.51E-05,0,0,0,0.000355203,0.000740847,0.000936999,0.000889111,0.001784685,0,0,0,4.10E-05,0,1.26E-05,0,0.000607989,0.000272045,0.000122749,0.000149513,8.28E-05,0,0,1.31E-05,0.00107876,0,0,0.000821657,0.000948761,0.000671616,0.001043915,0,0,0,0,0,0,0.000223519,0.000746534,0.000560034,0.0017789,0.003039398,6.07E-06,1.37E-05,4.62E-05,0.000848484,0,0,0,0.000141623,0.001345202,0.001639471,0.001798301,0.002123925
OTU_283,0.675,0.8889,0.775,0.015,Yes,D_0__Bacteria,Chloroflexi,Chloroflexi,Dehalococcoidia,SAR202 clade,marine metagenome,marine metagenome,marine metagenome,OTU_283,0.101452957,0,9.33E-06,0,0.000100853,0,0,0.00086627,0.002546906,0.00097629,0.001096001,0.000916085,0.001192347,7.88E-06,0,6.48E-05,0.00187038,0,0,0.000159801,0.001966611,0.001954764,0.002104138,0.001832435,0.001851195,0.000102449,0.000161728,0.000134285,0.001894599,0,0,0.000170915,0.001491474,0.000458743,0.000772597,0.000763032,0.000983827,1.96E-05,2.33E-05,0.000707682,0.001898202,0,0.000522867,0.002283443,0.001992399,0.00248498,0.002668434,2.62E-05,2.45E-05,0.000306368,3.23E-05,0,0.003372197,0.001279452,0.003185212,0.003283835,0.003124477,0.00167766,4.25E-05,0,0.000161825,0.00021077,7.76E-06,0,0.000307805,0.005971008,0.001770003,0.002142139,0.002026898,0.001998989
OTU_13,0.7146,1,0.845,0.001,Yes,D_0__Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus Actinomarina,uncultured marine bacterium,OTU_13,1.910651339,0.009542121,0.009930931,0.012908689,0.002949952,0.000805852,0.001856081,0.011016062,0.006980408,0.018568108,0.016396174,0.01361404,0.015753437,0.019411894,0.015150726,0.024692958,0.010005408,0.005583133,0.006390041,0.030851084,0.011479117,0.007069283,0.009509719,0.006917714,0.00758214,0.013010962,0.017601394,0.021217072,0.043109805,0.000136943,0.00087456,0.004383474,0.005828148,0.002997829,0.004274553,0.005459804,0.003834165,0.007813955,0.013431013,0.019526771,0.014905557,0.013287716,0.032876093,0.032851963,0.036091996,0.043972549,0.044219762,0.083736026,0.059782309,0.087528677,0.011906456,0.011881321,0.017721973,0.012709742,0.042076075,0.04373356,0.038649253,0.011531192,0.009311043,0.039760792,0.055887554,0.008079509,0.009289439,0.007484875,0.007415944,0.023852054,0.020609267,0.02252726,0.013632034,0.022571913
OTU_1179,0.6594,1,0.812,0.002,Yes,D_0__Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus Actinomarina,,OTU_1179,0.006418343,3.56E-05,2.80E-05,5.16E-05,0,8.86E-06,7.64E-06,3.61E-05,1.89E-05,0.00013947,7.89E-05,8.48E-06,9.03E-05,8.66E-05,6.08E-05,0.000151225,3.00E-05,0,0,6.58E-05,2.60E-05,6.25E-05,2.47E-05,3.25E-05,2.22E-05,3.07E-05,6.29E-05,0.000111904,0.000225304,0,0,2.01E-05,1.90E-05,1.07E-05,0,1.03E-05,0,3.92E-05,7.56E-05,4.59E-05,4.67E-05,5.33E-05,0.000129103,0.000105096,8.37E-05,0.000116006,0.000164211,0.000262269,0.000190097,0.000242245,5.17E-05,6.71E-05,5.38E-05,2.31E-05,0.000142197,5.94E-05,9.12E-05,3.81E-05,1.21E-05,8.90E-05,0.000208061,2.70E-05,4.66E-05,2.83E-05,3.58E-05,6.40E-05,5.79E-05,9.28E-05,2.29E-05,0.000107089
OTU_659,0.8072,0.6296,0.713,0.006,Yes,D_0__Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group,,OTU_659,0.018156945,0,0,0,0.000168088,0,0,0,7.55E-05,5.58E-05,7.89E-05,0.000127234,7.23E-05,0,0,0,7.51E-06,0,0,0,3.47E-05,0.000401664,0.000328772,0.000401184,0.00011085,0,0,0,5.12E-05,0,0,0,0.000313495,0.000245374,0.000245498,0.000221692,0.000206879,0,0,0,0.000311181,0,0,0.001409238,0.00135059,0.000757095,0.000791733,0,0,7.12E-06,0,0,2.99E-05,0.000531821,0.000575898,0.000661858,0.000615773,0.000664528,0,0,0,0.000351283,0,0,0,0.000593903,0.000193091,0.000193334,0.000236217,0.000107089
OTU_527,0.9299,0.561,0.722,0.004,No,D_0__Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,,OTU_527,0.001398436,0,9.33E-06,3.10E-05,5.04E-05,0,0,0,0,0,0,0,0,0,8.68E-06,1.08E-05,7.51E-06,3.20E-05,1.03E-05,6.58E-05,0.000277231,0,0,1.08E-05,0,1.02E-05,2.70E-05,4.48E-05,6.66E-05,0,0,2.51E-05,6.17E-05,2.67E-05,1.44E-05,2.06E-05,0,9.80E-06,2.91E-05,4.59E-05,2.59E-05,0,0,0,5.58E-06,6.11E-06,0,0,0,0,0,0,0,0,7.11E-06,0,7.60E-06,0,0,0,0,0,0,0,0,9.14E-06,0,7.73E-06,0,0
OTU_660,0.861,0.9259,0.893,0.001,Yes,D_0__Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04 marine group,,OTU_660,0.003873349,2.37E-05,5.60E-05,5.16E-05,0.000252133,0,0,0,2.83E-05,9.30E-06,8.77E-06,2.54E-05,9.03E-06,7.88E-06,0,0,0,0,0,0,0,2.68E-05,8.22E-06,0,0,1.02E-05,8.98E-06,2.24E-05,6.14E-05,0,0,0,4.75E-06,0,0,0,0,1.96E-05,1.16E-05,0,5.19E-06,3.88E-05,3.87E-05,6.69E-05,6.14E-05,6.72E-05,2.93E-05,3.93E-05,6.13E-05,1.42E-05,0.000135815,0.000134252,5.98E-06,1.54E-05,2.84E-05,8.49E-06,2.28E-05,4.90E-05,7.28E-05,0,1.73E-05,0.000281026,0.0002561,0.000462495,0,4.57E-06,3.86E-05,7.73E-06,4.57E-05,1.78E-05
OTU_1151,0.9997,0.7037,0.839,0.001,Yes,D_0__Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4 marine group,,,,OTU_1151,0.019898759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.81E-06,0,0,0,0,0.00217357,0.002684436,0.002173594,0.001706625,6.56E-06,6.13E-06,0.000284994,6.47E-06,0,0.001339312,7.71E-05,0.000995379,0.000755197,0.000904654,0.000512013,0,0,0,0,0,0,4.29E-05,4.57E-06,1.93E-05,7.73E-06,0,2.38E-05
OTU_864,0.6591,1,0.812,0.024,Yes,D_0__Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,uncultured marine bacterium,OTU_864,0.041992462,0.002800921,0.002669405,0.002055063,2.52E-05,0,0,0,5.66E-05,9.30E-06,1.75E-05,8.48E-06,3.61E-05,0,0,1.08E-05,4.51E-05,0,0,0,0.000823031,2.68E-05,1.64E-05,5.42E-05,0.00015519,2.05E-05,3.59E-05,4.48E-05,0.000230424,0,0,5.03E-06,0.000721987,0.000144024,0.00027438,0.000128891,0.000229866,0.000137259,0.0001221,1.31E-05,0.00065348,0.001109733,7.75E-05,0.000573249,0.000580419,0.000464026,0.000199399,0.00066223,0.000472175,0.000626986,0.000232826,0.000335631,5.38E-05,3.85E-05,0.000184856,0.00023759,0.000228064,4.36E-05,0.001170704,0.004221719,0.002352248,0.000167535,0.000620848,0.000490811,7.16E-06,0.000159897,0.000553528,0.000533601,0.000510535,0.000493798
OTU_594,0.9045,0.7037,0.798,0.001,Yes,D_0__Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,SCGC AAA164-E04,uncultured bacterium,OTU_594,0.010425046,0,0,0,0,0,0,0.00012994,0.000273557,7.44E-05,7.89E-05,7.63E-05,8.13E-05,0,0,0,0,0,0,0,8.66E-06,4.46E-05,2.47E-05,1.08E-05,4.43E-05,0,0,0,3.07E-05,0,0,0,4.75E-06,2.13E-05,3.61E-05,1.03E-05,4.60E-06,0,0,1.31E-05,2.59E-05,0,0,0.000124204,0.000145105,0.000170957,0.000146617,0,0,8.55E-05,0,0,0.000239163,0.00034684,0.000156417,0.000144251,0.000144441,0.000119833,0,0,1.16E-05,8.11E-05,0,0,4.29E-05,0.002348201,0.000482728,0.000348001,0.000525774,0.000535443
